Key,Value/CheatCode,Value/CheatEffect,Value/Option1,Value/Option2
2JodoSwordLight3,2JodoSwordLight3,EPBCheatCommandType::AddItem,JodoSwordLight3,2
2SpearCutDownAside,2SpearCutDownAside,EPBCheatCommandType::AddItem,SpearCutDownAside,2
2SpearCutDownAside2,2SpearCutDownAside2,EPBCheatCommandType::AddItem,SpearCutDownAside2,2
2SpearCutDownAside3,2SpearCutDownAside3,EPBCheatCommandType::AddItem,SpearCutDownAside3,2
2ClockSowrd,2ClockSowrd,EPBCheatCommandType::AddItem,ClockSowrd,2
2LoveOfPizza,2LoveOfPizza,EPBCheatCommandType::AddItem,LoveOfPizza,2
2KongSword,2KongSword,EPBCheatCommandType::AddItem,KongSword,2
2SwordOfTheMushroom,2SwordOfTheMushroom,EPBCheatCommandType::AddItem,SwordOfTheMushroom,2
2PowerSword,2PowerSword,EPBCheatCommandType::AddItem,PowerSword,2
2SilverAndBlackSword,2SilverAndBlackSword,EPBCheatCommandType::AddItem,SilverAndBlackSword,2
2DungeonNightSword,2DungeonNightSword,EPBCheatCommandType::AddItem,DungeonNightSword,2
2EvilTheSword,2EvilTheSword,EPBCheatCommandType::AddItem,EvilTheSword,2
2ValkyrieSword,2ValkyrieSword,EPBCheatCommandType::AddItem,ValkyrieSword,2
2Mace,2Mace,EPBCheatCommandType::AddItem,Mace,2
2Morgenstern,2Morgenstern,EPBCheatCommandType::AddItem,Morgenstern,2
2McAutil,2McAutil,EPBCheatCommandType::AddItem,McAutil,2
2Yagurushi,2Yagurushi,EPBCheatCommandType::AddItem,Yagurushi,2
2Aimur,2Aimur,EPBCheatCommandType::AddItem,Aimur,2
2Charwell,2Charwell,EPBCheatCommandType::AddItem,Charwell,2
2Mistrutein,2Mistrutein,EPBCheatCommandType::AddItem,Mistrutein,2
2StickOfMagiGirl,2StickOfMagiGirl,EPBCheatCommandType::AddItem,StickOfMagiGirl,2
2StickOfMagiGirl2,2StickOfMagiGirl2,EPBCheatCommandType::AddItem,StickOfMagiGirl2,2
2StickOfMagiGirl3,2StickOfMagiGirl3,EPBCheatCommandType::AddItem,StickOfMagiGirl3,2
2RemoteDart,2RemoteDart,EPBCheatCommandType::AddItem,RemoteDart,2
2OracleBlade,2OracleBlade,EPBCheatCommandType::AddItem,OracleBlade,2
2WalalSoulimo,2WalalSoulimo,EPBCheatCommandType::AddItem,WalalSoulimo,2
2ValralAltar,2ValralAltar,EPBCheatCommandType::AddItem,ValralAltar,2
2Claymore,2Claymore,EPBCheatCommandType::AddItem,Claymore,2
2Perex,2Perex,EPBCheatCommandType::AddItem,Perex,2
2Flanders,2Flanders,EPBCheatCommandType::AddItem,Flanders,2
2OutsiderKnightSword,2OutsiderKnightSword,EPBCheatCommandType::AddItem,OutsiderKnightSword,2
2Valdish,2Valdish,EPBCheatCommandType::AddItem,Valdish,2
2SteamFlatWideEnd,2SteamFlatWideEnd,EPBCheatCommandType::AddItem,SteamFlatWideEnd,2
2Gram,2Gram,EPBCheatCommandType::AddItem,Gram,2
2Gambanttain,2Gambanttain,EPBCheatCommandType::AddItem,Gambanttain,2
2Lohengrin,2Lohengrin,EPBCheatCommandType::AddItem,Lohengrin,2
2Sherdar,2Sherdar,EPBCheatCommandType::AddItem,Sherdar,2
2LightningBolt,2LightningBolt,EPBCheatCommandType::AddItem,LightningBolt,2
2Karadanda,2Karadanda,EPBCheatCommandType::AddItem,Karadanda,2
2Durandal,2Durandal,EPBCheatCommandType::AddItem,Durandal,2
2DiesIle,2DiesIle,EPBCheatCommandType::AddItem,DiesIle,2
2TurmericBasara,2TurmericBasara,EPBCheatCommandType::AddItem,TurmericBasara,2
2Exactor,2Exactor,EPBCheatCommandType::AddItem,Exactor,2
2DeathBringer,2DeathBringer,EPBCheatCommandType::AddItem,DeathBringer,2
2DeathBringer2,2DeathBringer2,EPBCheatCommandType::AddItem,DeathBringer2,2
2DeathBringer3,2DeathBringer3,EPBCheatCommandType::AddItem,DeathBringer3,2
2SacredSword,2SacredSword,EPBCheatCommandType::AddItem,SacredSword,2
2SacredSword2,2SacredSword2,EPBCheatCommandType::AddItem,SacredSword2,2
2SacredSword3,2SacredSword3,EPBCheatCommandType::AddItem,SacredSword3,2
2ChargeWideEnd,2ChargeWideEnd,EPBCheatCommandType::AddItem,ChargeWideEnd,2
2ChargeWideEnd2,2ChargeWideEnd2,EPBCheatCommandType::AddItem,ChargeWideEnd2,2
2ChargeWideEnd3,2ChargeWideEnd3,EPBCheatCommandType::AddItem,ChargeWideEnd3,2
2DrillWideEnd,2DrillWideEnd,EPBCheatCommandType::AddItem,DrillWideEnd,2
2DrillWideEnd2,2DrillWideEnd2,EPBCheatCommandType::AddItem,DrillWideEnd2,2
2DrillWideEnd3,2DrillWideEnd3,EPBCheatCommandType::AddItem,DrillWideEnd3,2
2PetrifactionSword,2PetrifactionSword,EPBCheatCommandType::AddItem,PetrifactionSword,2
2PetrifactionSword2,2PetrifactionSword2,EPBCheatCommandType::AddItem,PetrifactionSword2,2
2PetrifactionSword3,2PetrifactionSword3,EPBCheatCommandType::AddItem,PetrifactionSword3,2
2Dull,2Dull,EPBCheatCommandType::AddItem,Dull,2
2Noda,2Noda,EPBCheatCommandType::AddItem,Noda,2
2Tsurumaru,2Tsurumaru,EPBCheatCommandType::AddItem,Tsurumaru,2
2ShiroTorujiro,2ShiroTorujiro,EPBCheatCommandType::AddItem,ShiroTorujiro,2
2Lightningoff,2Lightningoff,EPBCheatCommandType::AddItem,Lightningoff,2
2OgreWoodenSword,2OgreWoodenSword,EPBCheatCommandType::AddItem,OgreWoodenSword,2
2Tadanako,2Tadanako,EPBCheatCommandType::AddItem,Tadanako,2
2Swordsman,2Swordsman,EPBCheatCommandType::AddItem,Swordsman,2
2MikazukiMaen,2MikazukiMaen,EPBCheatCommandType::AddItem,MikazukiMaen,2
2Truesixteenthnight,2Truesixteenthnight,EPBCheatCommandType::AddItem,Truesixteenthnight,2
2Spear,2Spear,EPBCheatCommandType::AddItem,Spear,2
2Reims,2Reims,EPBCheatCommandType::AddItem,Reims,2
2Partizan,2Partizan,EPBCheatCommandType::AddItem,Partizan,2
2Excavator,2Excavator,EPBCheatCommandType::AddItem,Excavator,2
2Triplet,2Triplet,EPBCheatCommandType::AddItem,Triplet,2
2ShingoGempo,2ShingoGempo,EPBCheatCommandType::AddItem,ShingoGempo,2
2Coldgrindingsaw,2Coldgrindingsaw,EPBCheatCommandType::AddItem,Coldgrindingsaw,2
2Aradovar,2Aradovar,EPBCheatCommandType::AddItem,Aradovar,2
2Nibbleheim,2Nibbleheim,EPBCheatCommandType::AddItem,Nibbleheim,2
2GunungNil,2GunungNil,EPBCheatCommandType::AddItem,GunungNil,2
2Gayalsals,2Gayalsals,EPBCheatCommandType::AddItem,Gayalsals,2
2IcePillarSpear,2IcePillarSpear,EPBCheatCommandType::AddItem,IcePillarSpear,2
2IcePillarSpear2,2IcePillarSpear2,EPBCheatCommandType::AddItem,IcePillarSpear2,2
2IcePillarSpear3,2IcePillarSpear3,EPBCheatCommandType::AddItem,IcePillarSpear3,2
2LoveOfFairyDragon,2LoveOfFairyDragon,EPBCheatCommandType::AddItem,LoveOfFairyDragon,2
2LoveOfFairyDragon2,2LoveOfFairyDragon2,EPBCheatCommandType::AddItem,LoveOfFairyDragon2,2
2LoveOfFairyDragon3,2LoveOfFairyDragon3,EPBCheatCommandType::AddItem,LoveOfFairyDragon3,2
2Awhip,2Awhip,EPBCheatCommandType::AddItem,Awhip,2
2Ibarakaswhip,2Ibarakaswhip,EPBCheatCommandType::AddItem,Ibarakaswhip,2
2FireWhip,2FireWhip,EPBCheatCommandType::AddItem,FireWhip,2
2BlackRockHell,2BlackRockHell,EPBCheatCommandType::AddItem,BlackRockHell,2
2Snakebyte,2Snakebyte,EPBCheatCommandType::AddItem,Snakebyte,2
2BeastKiller,2BeastKiller,EPBCheatCommandType::AddItem,BeastKiller,2
2Albireo,2Albireo,EPBCheatCommandType::AddItem,Albireo,2
2Andromeda,2Andromeda,EPBCheatCommandType::AddItem,Andromeda,2
2WhipsOfLightDarkness,2WhipsOfLightDarkness,EPBCheatCommandType::AddItem,WhipsOfLightDarkness,2
2WhipsOfLightDarkness2,2WhipsOfLightDarkness2,EPBCheatCommandType::AddItem,WhipsOfLightDarkness2,2
2WhipsOfLightDarkness3,2WhipsOfLightDarkness3,EPBCheatCommandType::AddItem,WhipsOfLightDarkness3,2
2Musketon,2Musketon,EPBCheatCommandType::AddItem,Musketon,2
2Branderbus,2Branderbus,EPBCheatCommandType::AddItem,Branderbus,2
2Tanegasima,2Tanegasima,EPBCheatCommandType::AddItem,Tanegasima,2
2Trador,2Trador,EPBCheatCommandType::AddItem,Trador,2
2Carvalin,2Carvalin,EPBCheatCommandType::AddItem,Carvalin,2
2Betelgeuse,2Betelgeuse,EPBCheatCommandType::AddItem,Betelgeuse,2
2Ursula,2Ursula,EPBCheatCommandType::AddItem,Ursula,2
2Adrastea,2Adrastea,EPBCheatCommandType::AddItem,Adrastea,2
2TrustMusket,2TrustMusket,EPBCheatCommandType::AddItem,TrustMusket,2
2TrustMusket2,2TrustMusket2,EPBCheatCommandType::AddItem,TrustMusket2,2
2TrustMusket3,2TrustMusket3,EPBCheatCommandType::AddItem,TrustMusket3,2
2AriesHorns,2AriesHorns,EPBCheatCommandType::AddItem,AriesHorns,2
2Headband,2Headband,EPBCheatCommandType::AddItem,Headband,2
2PirateTriangleCap,2PirateTriangleCap,EPBCheatCommandType::AddItem,PirateTriangleCap,2
2DurahanMaherm,2DurahanMaherm,EPBCheatCommandType::AddItem,DurahanMaherm,2
2Circlet,2Circlet,EPBCheatCommandType::AddItem,Circlet,2
2Garbohat,2Garbohat,EPBCheatCommandType::AddItem,Garbohat,2
2Santacap,2Santacap,EPBCheatCommandType::AddItem,Santacap,2
2Beastberet,2Beastberet,EPBCheatCommandType::AddItem,Beastberet,2
2CatEars,2CatEars,EPBCheatCommandType::AddItem,CatEars,2
2CowboyHat,2CowboyHat,EPBCheatCommandType::AddItem,CowboyHat,2
2WolfHood,2WolfHood,EPBCheatCommandType::AddItem,WolfHood,2
2Circletoffire,2Circletoffire,EPBCheatCommandType::AddItem,Circletoffire,2
2Icecirclet,2Icecirclet,EPBCheatCommandType::AddItem,Icecirclet,2
2Thunderscirclet,2Thunderscirclet,EPBCheatCommandType::AddItem,Thunderscirclet,2
2BraveBeret,2BraveBeret,EPBCheatCommandType::AddItem,BraveBeret,2
2Crowhat,2Crowhat,EPBCheatCommandType::AddItem,Crowhat,2
2GadgetBand,2GadgetBand,EPBCheatCommandType::AddItem,GadgetBand,2
2FeatherCrown,2FeatherCrown,EPBCheatCommandType::AddItem,FeatherCrown,2
2SilverTiara,2SilverTiara,EPBCheatCommandType::AddItem,SilverTiara,2
2Magushat,2Magushat,EPBCheatCommandType::AddItem,Magushat,2
2Cutebeastberet,2Cutebeastberet,EPBCheatCommandType::AddItem,Cutebeastberet,2
2BunnyEars,2BunnyEars,EPBCheatCommandType::AddItem,BunnyEars,2
2Dentistshat,2Dentistshat,EPBCheatCommandType::AddItem,Dentistshat,2
2Maidheadband,2Maidheadband,EPBCheatCommandType::AddItem,Maidheadband,2
2Westernhat,2Westernhat,EPBCheatCommandType::AddItem,Westernhat,2
2ribbon,2ribbon,EPBCheatCommandType::AddItem,ribbon,2
2Flightcapoftraveler,2Flightcapoftraveler,EPBCheatCommandType::AddItem,Flightcapoftraveler,2
2HermitsBeret,2HermitsBeret,EPBCheatCommandType::AddItem,HermitsBeret,2
2KitsuneMask,2KitsuneMask,EPBCheatCommandType::AddItem,KitsuneMask,2
2DemonHorns,2DemonHorns,EPBCheatCommandType::AddItem,DemonHorns,2
2ElderTiara,2ElderTiara,EPBCheatCommandType::AddItem,ElderTiara,2
2Recyclehat,2Recyclehat,EPBCheatCommandType::AddItem,Recyclehat,2
2Pleiades,2Pleiades,EPBCheatCommandType::AddItem,Pleiades,2
2HumptyDumpty,2HumptyDumpty,EPBCheatCommandType::AddItem,HumptyDumpty,2
2LoveOfBenki,2LoveOfBenki,EPBCheatCommandType::AddItem,LoveOfBenki,2
2Plan9FOSpace,2Plan9FOSpace,EPBCheatCommandType::AddItem,Plan9FOSpace,2
2Mega64Head,2Mega64Head,EPBCheatCommandType::AddItem,Mega64Head,2
2ValkyrieTiara,2ValkyrieTiara,EPBCheatCommandType::AddItem,ValkyrieTiara,2
2Muffler,2Muffler,EPBCheatCommandType::AddItem,Muffler,2
2Turbinemuffler,2Turbinemuffler,EPBCheatCommandType::AddItem,Turbinemuffler,2
2Batwing,2Batwing,EPBCheatCommandType::AddItem,Batwing,2
2Outlinestyle,2Outlinestyle,EPBCheatCommandType::AddItem,Outlinestyle,2
2Made-to-order,2Made-to-order,EPBCheatCommandType::AddItem,Made-to-order,2
2Usagimuffler,2Usagimuffler,EPBCheatCommandType::AddItem,Usagimuffler,2
2FaerieScarf,2FaerieScarf,EPBCheatCommandType::AddItem,FaerieScarf,2
2Sendomuffler,2Sendomuffler,EPBCheatCommandType::AddItem,Sendomuffler,2
2Firemuffler,2Firemuffler,EPBCheatCommandType::AddItem,Firemuffler,2
2TalismanScarf,2TalismanScarf,EPBCheatCommandType::AddItem,TalismanScarf,2
2OvertheRainbow,2OvertheRainbow,EPBCheatCommandType::AddItem,OvertheRainbow,2
2Eyeglasses,2Eyeglasses,EPBCheatCommandType::AddItem,Eyeglasses,2
2Elfearcap,2Elfearcap,EPBCheatCommandType::AddItem,Elfearcap,2
2Enlargedglasses,2Enlargedglasses,EPBCheatCommandType::AddItem,Enlargedglasses,2
2Horuseyes,2Horuseyes,EPBCheatCommandType::AddItem,Horuseyes,2
2Stonemask,2Stonemask,EPBCheatCommandType::AddItem,Stonemask,2
2Crowmask,2Crowmask,EPBCheatCommandType::AddItem,Crowmask,2
2sunglasses,2sunglasses,EPBCheatCommandType::AddItem,sunglasses,2
2DanceMask,2DanceMask,EPBCheatCommandType::AddItem,DanceMask,2
2Breathingforcedmask,2Breathingforcedmask,EPBCheatCommandType::AddItem,Breathingforcedmask,2
2Bottleglasses,2Bottleglasses,EPBCheatCommandType::AddItem,Bottleglasses,2
2Measurementglasses,2Measurementglasses,EPBCheatCommandType::AddItem,Measurementglasses,2
2NoseEyeglasses,2NoseEyeglasses,EPBCheatCommandType::AddItem,NoseEyeglasses,2
2Transformationmask,2Transformationmask,EPBCheatCommandType::AddItem,Transformationmask,2
2OfudaTalisman,2OfudaTalisman,EPBCheatCommandType::AddItem,OfudaTalisman,2
2Gebelsglasses,2Gebelsglasses,EPBCheatCommandType::AddItem,Gebelsglasses,2
2RustedRing,2RustedRing,EPBCheatCommandType::AddItem,RustedRing,2
2Ring,2Ring,EPBCheatCommandType::AddItem,Ring,2
2Necklace,2Necklace,EPBCheatCommandType::AddItem,Necklace,2
2Safering,2Safering,EPBCheatCommandType::AddItem,Safering,2
2UnicornRing,2UnicornRing,EPBCheatCommandType::AddItem,UnicornRing,2
2Flamering,2Flamering,EPBCheatCommandType::AddItem,Flamering,2
2Icering,2Icering,EPBCheatCommandType::AddItem,Icering,2
2Thunderring,2Thunderring,EPBCheatCommandType::AddItem,Thunderring,2
2Criticalring,2Criticalring,EPBCheatCommandType::AddItem,Criticalring,2
2Walkerking,2Walkerking,EPBCheatCommandType::AddItem,Walkerking,2
2Moonring,2Moonring,EPBCheatCommandType::AddItem,Moonring,2
2Cursering,2Cursering,EPBCheatCommandType::AddItem,Cursering,2
2Striderbelt,2Striderbelt,EPBCheatCommandType::AddItem,Striderbelt,2
2AssassinsRing,2AssassinsRing,EPBCheatCommandType::AddItem,AssassinsRing,2
2Silvermanring,2Silvermanring,EPBCheatCommandType::AddItem,Silvermanring,2
2RoseRing,2RoseRing,EPBCheatCommandType::AddItem,RoseRing,2
2SkullNecklace,2SkullNecklace,EPBCheatCommandType::AddItem,SkullNecklace,2
2WeightedRing,2WeightedRing,EPBCheatCommandType::AddItem,WeightedRing,2
2Speedstar,2Speedstar,EPBCheatCommandType::AddItem,Speedstar,2
2CutpursesRing,2CutpursesRing,EPBCheatCommandType::AddItem,CutpursesRing,2
2PlunderersRing,2PlunderersRing,EPBCheatCommandType::AddItem,PlunderersRing,2
2Goldmanring,2Goldmanring,EPBCheatCommandType::AddItem,Goldmanring,2
2Riskring,2Riskring,EPBCheatCommandType::AddItem,Riskring,2
2DemonNecklace,2DemonNecklace,EPBCheatCommandType::AddItem,DemonNecklace,2
2Adversityring,2Adversityring,EPBCheatCommandType::AddItem,Adversityring,2
2Blackbelt,2Blackbelt,EPBCheatCommandType::AddItem,Blackbelt,2
2LethalityRing,2LethalityRing,EPBCheatCommandType::AddItem,LethalityRing,2
2Gamblersring,2Gamblersring,EPBCheatCommandType::AddItem,Gamblersring,2
2WarlocksNecklace,2WarlocksNecklace,EPBCheatCommandType::AddItem,WarlocksNecklace,2
2RingofSolomon,2RingofSolomon,EPBCheatCommandType::AddItem,RingofSolomon,2
2PlagueDoctorFace,2PlagueDoctorFace,EPBCheatCommandType::AddItem,PlagueDoctorFace,2
2BigMustache,2BigMustache,EPBCheatCommandType::AddItem,BigMustache,2
2The-BazMask,2The-BazMask,EPBCheatCommandType::AddItem,The-BazMask,2
2HeyI’mGrump,2HeyI’mGrump,EPBCheatCommandType::AddItem,HeyI’mGrump,2
2I’mNotSoGrump,2I’mNotSoGrump,EPBCheatCommandType::AddItem,I’mNotSoGrump,2
2AKindaFunnyMask,2AKindaFunnyMask,EPBCheatCommandType::AddItem,AKindaFunnyMask,2
2Tunic,2Tunic,EPBCheatCommandType::AddItem,Tunic,2
2Skinbreastplate,2Skinbreastplate,EPBCheatCommandType::AddItem,Skinbreastplate,2
2Countrydress,2Countrydress,EPBCheatCommandType::AddItem,Countrydress,2
2Copperbreastplate,2Copperbreastplate,EPBCheatCommandType::AddItem,Copperbreastplate,2
2Chemisedress,2Chemisedress,EPBCheatCommandType::AddItem,Chemisedress,2
2Scalearmor,2Scalearmor,EPBCheatCommandType::AddItem,Scalearmor,2
2Ironbreastplate,2Ironbreastplate,EPBCheatCommandType::AddItem,Ironbreastplate,2
2Brigandine,2Brigandine,EPBCheatCommandType::AddItem,Brigandine,2
2IronMansApron,2IronMansApron,EPBCheatCommandType::AddItem,IronMansApron,2
2KungFuBest,2KungFuBest,EPBCheatCommandType::AddItem,KungFuBest,2
2Teadress,2Teadress,EPBCheatCommandType::AddItem,Teadress,2
2Chainmail,2Chainmail,EPBCheatCommandType::AddItem,Chainmail,2
2Beastleather,2Beastleather,EPBCheatCommandType::AddItem,Beastleather,2
2Maturedress,2Maturedress,EPBCheatCommandType::AddItem,Maturedress,2
2Shovelarmorsarmor,2Shovelarmorsarmor,EPBCheatCommandType::AddItem,Shovelarmorsarmor,2
2LamellarArmor,2LamellarArmor,EPBCheatCommandType::AddItem,LamellarArmor,2
2CrusadeArmor,2CrusadeArmor,EPBCheatCommandType::AddItem,CrusadeArmor,2
2Steelbreastplate,2Steelbreastplate,EPBCheatCommandType::AddItem,Steelbreastplate,2
2RidingHabit,2RidingHabit,EPBCheatCommandType::AddItem,RidingHabit,2
2DuelBrest,2DuelBrest,EPBCheatCommandType::AddItem,DuelBrest,2
2Silverbreastplate,2Silverbreastplate,EPBCheatCommandType::AddItem,Silverbreastplate,2
2Assassinvest,2Assassinvest,EPBCheatCommandType::AddItem,Assassinvest,2
2Featherrobe,2Featherrobe,EPBCheatCommandType::AddItem,Featherrobe,2
2VoronezDress,2VoronezDress,EPBCheatCommandType::AddItem,VoronezDress,2
2Cureus,2Cureus,EPBCheatCommandType::AddItem,Cureus,2
2Crystalscale,2Crystalscale,EPBCheatCommandType::AddItem,Crystalscale,2
2BreastplateofAguilar,2BreastplateofAguilar,EPBCheatCommandType::AddItem,BreastplateofAguilar,2
2DragonScale,2DragonScale,EPBCheatCommandType::AddItem,DragonScale,2
2Goldbreastplate,2Goldbreastplate,EPBCheatCommandType::AddItem,Goldbreastplate,2
2SpikeBreast,2SpikeBreast,EPBCheatCommandType::AddItem,SpikeBreast,2
2Silkdress,2Silkdress,EPBCheatCommandType::AddItem,Silkdress,2
2GloriousBreast,2GloriousBreast,EPBCheatCommandType::AddItem,GloriousBreast,2
2ShiningBreast,2ShiningBreast,EPBCheatCommandType::AddItem,ShiningBreast,2
2Ashinbacostume,2Ashinbacostume,EPBCheatCommandType::AddItem,Ashinbacostume,2
2Caracilis,2Caracilis,EPBCheatCommandType::AddItem,Caracilis,2
2Crimsondress,2Crimsondress,EPBCheatCommandType::AddItem,Crimsondress,2
2ImperialArmor,2ImperialArmor,EPBCheatCommandType::AddItem,ImperialArmor,2
2Shieldless,2Shieldless,EPBCheatCommandType::AddItem,Shieldless,2
2Coronationdress,2Coronationdress,EPBCheatCommandType::AddItem,Coronationdress,2
2Valkyriedress,2Valkyriedress,EPBCheatCommandType::AddItem,Valkyriedress,2
2Paddy,2Paddy,EPBCheatCommandType::AddItem,Paddy,2
2Corn,2Corn,EPBCheatCommandType::AddItem,Corn,2
2Potato,2Potato,EPBCheatCommandType::AddItem,Potato,2
2Cinnamon,2Cinnamon,EPBCheatCommandType::AddItem,Cinnamon,2
2Flour,2Flour,EPBCheatCommandType::AddItem,Flour,2
2Egg,2Egg,EPBCheatCommandType::AddItem,Egg,2
2DragonsEgg,2DragonsEgg,EPBCheatCommandType::AddItem,DragonsEgg,2
2Sugar,2Sugar,EPBCheatCommandType::AddItem,Sugar,2
2SoySauce,2SoySauce,EPBCheatCommandType::AddItem,SoySauce,2
2Miso,2Miso,EPBCheatCommandType::AddItem,Miso,2
2Pepper,2Pepper,EPBCheatCommandType::AddItem,Pepper,2
2Ginger,2Ginger,EPBCheatCommandType::AddItem,Ginger,2
2Garlic,2Garlic,EPBCheatCommandType::AddItem,Garlic,2
2MocoOil,2MocoOil,EPBCheatCommandType::AddItem,MocoOil,2
2Rennet,2Rennet,EPBCheatCommandType::AddItem,Rennet,2
2Milk,2Milk,EPBCheatCommandType::AddItem,Milk,2
2MilkofZagan,2MilkofZagan,EPBCheatCommandType::AddItem,MilkofZagan,2
2Tomato,2Tomato,EPBCheatCommandType::AddItem,Tomato,2
2MocoOnion,2MocoOnion,EPBCheatCommandType::AddItem,MocoOnion,2
2DaturaLeaf,2DaturaLeaf,EPBCheatCommandType::AddItem,DaturaLeaf,2
2CerberaLeaf,2CerberaLeaf,EPBCheatCommandType::AddItem,CerberaLeaf,2
2Clam,2Clam,EPBCheatCommandType::AddItem,Clam,2
2Uni,2Uni,EPBCheatCommandType::AddItem,Uni,2
2RedBean,2RedBean,EPBCheatCommandType::AddItem,RedBean,2
2CacaoBean,2CacaoBean,EPBCheatCommandType::AddItem,CacaoBean,2
2ForneusFilet,2ForneusFilet,EPBCheatCommandType::AddItem,ForneusFilet,2
2DeeseamaFilet,2DeeseamaFilet,EPBCheatCommandType::AddItem,DeeseamaFilet,2
2G-LabolasFilet,2G-LabolasFilet,EPBCheatCommandType::AddItem,G-LabolasFilet,2
2YorktonMeat,2YorktonMeat,EPBCheatCommandType::AddItem,YorktonMeat,2
2ZaganMeat,2ZaganMeat,EPBCheatCommandType::AddItem,ZaganMeat,2
2HaagentiFilet,2HaagentiFilet,EPBCheatCommandType::AddItem,HaagentiFilet,2
2Strawberry,2Strawberry,EPBCheatCommandType::AddItem,Strawberry,2
2Apple,2Apple,EPBCheatCommandType::AddItem,Apple,2
2Lemon,2Lemon,EPBCheatCommandType::AddItem,Lemon,2
2Ambrosia,2Ambrosia,EPBCheatCommandType::AddItem,Ambrosia,2
2BakingSoda,2BakingSoda,EPBCheatCommandType::AddItem,BakingSoda,2
2Butter,2Butter,EPBCheatCommandType::AddItem,Butter,2
2Cheese,2Cheese,EPBCheatCommandType::AddItem,Cheese,2
2Soda,2Soda,EPBCheatCommandType::AddItem,Soda,2
2Consommé,2Consommé,EPBCheatCommandType::AddItem,Consommé,2
2CurryPowder,2CurryPowder,EPBCheatCommandType::AddItem,CurryPowder,2
2SaltBroth,2SaltBroth,EPBCheatCommandType::AddItem,SaltBroth,2
2SoyBroth,2SoyBroth,EPBCheatCommandType::AddItem,SoyBroth,2
2TonkotsuBroth,2TonkotsuBroth,EPBCheatCommandType::AddItem,TonkotsuBroth,2
2MisoBroth,2MisoBroth,EPBCheatCommandType::AddItem,MisoBroth,2
2HeavyCream,2HeavyCream,EPBCheatCommandType::AddItem,HeavyCream,2
2RedBeanPaste,2RedBeanPaste,EPBCheatCommandType::AddItem,RedBeanPaste,2
2Cocoa,2Cocoa,EPBCheatCommandType::AddItem,Cocoa,2
2ChineseNoodles,2ChineseNoodles,EPBCheatCommandType::AddItem,ChineseNoodles,2
2Pasta,2Pasta,EPBCheatCommandType::AddItem,Pasta,2
2Bread,2Bread,EPBCheatCommandType::AddItem,Bread,2
2PieDough,2PieDough,EPBCheatCommandType::AddItem,PieDough,2
2PizzaDough,2PizzaDough,EPBCheatCommandType::AddItem,PizzaDough,2
2CrepeDough,2CrepeDough,EPBCheatCommandType::AddItem,CrepeDough,2
2CurrySauce,2CurrySauce,EPBCheatCommandType::AddItem,CurrySauce,2
2WhiteSauce,2WhiteSauce,EPBCheatCommandType::AddItem,WhiteSauce,2
2VongoleSauce,2VongoleSauce,EPBCheatCommandType::AddItem,VongoleSauce,2
2RiceBall,2RiceBall,EPBCheatCommandType::AddItem,RiceBall,2
2FriedPotatoes,2FriedPotatoes,EPBCheatCommandType::AddItem,FriedPotatoes,2
2CornChowder,2CornChowder,EPBCheatCommandType::AddItem,CornChowder,2
2AppleRisotto,2AppleRisotto,EPBCheatCommandType::AddItem,AppleRisotto,2
2UniDon,2UniDon,EPBCheatCommandType::AddItem,UniDon,2
2Pizza,2Pizza,EPBCheatCommandType::AddItem,Pizza,2
2FriedEgg,2FriedEgg,EPBCheatCommandType::AddItem,FriedEgg,2
2RolledOmelette,2RolledOmelette,EPBCheatCommandType::AddItem,RolledOmelette,2
2EggonRice,2EggonRice,EPBCheatCommandType::AddItem,EggonRice,2
2ScrambledEggs,2ScrambledEggs,EPBCheatCommandType::AddItem,ScrambledEggs,2
2EggSoufflé,2EggSoufflé,EPBCheatCommandType::AddItem,EggSoufflé,2
2Omurice,2Omurice,EPBCheatCommandType::AddItem,Omurice,2
2FriedFish,2FriedFish,EPBCheatCommandType::AddItem,FriedFish,2
2FishAndChips,2FishAndChips,EPBCheatCommandType::AddItem,FishAndChips,2
2ForneusMeunière,2ForneusMeunière,EPBCheatCommandType::AddItem,ForneusMeunière,2
2ForneusinGarlic,2ForneusinGarlic,EPBCheatCommandType::AddItem,ForneusinGarlic,2
2SimmeredForneus,2SimmeredForneus,EPBCheatCommandType::AddItem,SimmeredForneus,2
